digamy	The historical essay discusses attitudes towards digamy.	这篇历史论文讨论了人们对再婚的态度。
abeyance	The proposal remains in abeyance.	这项提议仍被暂时搁置。
motet	The choir sang a beautiful motet.	合唱团唱了一首优美的经文歌。
stricture	She resented his stricture on her conduct.	她对他责难自己的行为感到不满。
incumbency	The policy changed during her incumbency.	这项政策在她任职期间发生了变化。
diviner	The villagers consulted a diviner.	村民们请教了一位占卜者。
scythe	He cut the grass with a scythe.	他用长柄镰刀割草。
fathom	The water was scarcely a fathom deep.	水深还不到一英寻。
magistracy	He entered the magistracy after years of legal practice.	从事多年法律工作后，他出任了地方司法官。
vibrancy	We loved the market's colour and vibrancy.	我们喜爱市场的色彩和活力。
ambivalence	She felt ambivalence about leaving home.	她对离家感到心情矛盾。
picket	Workers formed a picket outside the factory.	工人们在工厂外组成了纠察队。
tanner	The tanner prepared leather for the workshop.	制革工人为作坊准备皮革。
moulder	The letters began to moulder in the damp cellar.	这些信在潮湿的地窖里开始发霉。
nave	Sunlight streamed into the church's nave.	阳光照进了教堂的中殿。
henchman	The villain sent his henchman ahead.	反派派他的手下先行。
grueling	It was a grueling three-day trek.	那是一场累人的三天徒步旅行。
abracadabra	The magician shouted abracadabra and opened the box.	魔术师喊了一声咒语，打开了盒子。
manikin	The tailor fitted the jacket on a manikin.	裁缝把夹克套在人体模型上调整。
plinth	The statue stands on a marble plinth.	雕像矗立在大理石底座上。
technocrat	The committee appointed an experienced technocrat.	委员会任命了一位经验丰富的技术官僚。
disquisition	He delivered a lengthy disquisition on language.	他发表了一篇关于语言的长篇论述。
climacteric	The study examined the fruit's climacteric rise in respiration.	这项研究考察了果实呼吸跃变期的呼吸增强。
prudery	Her prudery made frank discussion difficult.	她过分拘谨，使坦率讨论变得困难。
lulu	That last puzzle was a lulu.	最后那个谜题真够厉害的。
germen	The botanical drawing labels the flower's germen.	植物学图谱标出了花的子房。
automatism	The essay explores automatism in surrealist art.	这篇文章探讨了超现实主义艺术中的自动创作。
yeoman	The yeoman cultivated his own land.	自耕农耕种着自己的土地。
vendetta	The feud became a bitter personal vendetta.	这场争执演变成了一场激烈的私人复仇。
malison	The witch uttered a terrible malison.	女巫发出了可怕的诅咒。
nib	Ink dried on the pen's nib.	墨水在钢笔尖上干了。
empyrean	The poem imagines stars in the empyrean.	这首诗想象着九天之上的繁星。
burlesque	The show was a burlesque of political speeches.	这场表演滑稽地模仿了政治演说。
upshift	You can upshift after the bend.	过弯后你可以升挡。
calefy	The small stove will calefy the room.	小火炉会让房间暖和起来。
ramify	The narrow channels ramify across the delta.	狭窄的水道在三角洲上分支延伸。
peeve	Those constant interruptions really peeve me.	那些不断的打断真让我恼火。
transude	Fluid can transude through the thin membrane.	液体可以渗过这层薄膜。
bullyrag	He tried to bullyrag the younger boys.	他试图欺凌年纪较小的男孩们。
slue	The cart began to slue sideways.	车开始向侧面滑转。
roister	The sailors liked to roister after payday.	水手们喜欢在发薪后饮酒狂欢。
foozle	He managed to foozle an easy putt.	他竟然把一个简单的推杆打坏了。
derogate	These remarks derogate from her achievement.	这些话贬低了她的成就。
discompose	Unexpected questions rarely discompose her.	意外的问题很少使她慌乱。
twit	They would twit him about his fancy hat.	他们常拿他那顶花哨的帽子取笑他。
granulate	The machine will granulate the dry material.	这台机器会将干燥材料制成颗粒。
homologate	The agency must homologate the vehicle design.	该机构必须认证这种车辆设计。
desalinize	The plant can desalinize seawater.	这座工厂能够淡化海水。
titivate	She paused to titivate her hair.	她停下来整理头发。
sojourn	We plan to sojourn in the village.	我们计划在村里小住。
scintillate	The stars scintillate in the clear sky.	星星在晴朗的夜空中闪烁。
repugn	The councillors dared to repugn the decree.	议员们敢于反对这道法令。
recriminate	There is no point in starting to recriminate.	开始互相责难毫无意义。
fructify	They hoped their patient efforts would fructify.	他们希望耐心的努力能结出成果。
spoof	The film will spoof classic detective stories.	这部电影将戏仿经典侦探故事。
prink	He would prink before every party.	他每次聚会前都要精心打扮。
temporize	The manager tried to temporize until help arrived.	经理试图拖延到援助到来。
abase	She refused to abase herself before him.	她拒绝在他面前卑躬屈膝。
supplicate	They knelt to supplicate for mercy.	他们跪下恳求宽恕。
gormandize	He tends to gormandize at buffets.	他吃自助餐时往往狼吞虎咽。
ingurgitate	The comic character would ingurgitate every meal.	那个喜剧角色每顿饭都狼吞虎咽。
inspissate	Gentle heating will inspissate the liquid.	温和加热会使液体浓缩。
smirch	False allegations can smirch a reputation.	虚假指控会玷污名誉。
wangle	She managed to wangle an invitation.	她设法弄到了一份邀请。
slink	The cat tried to slink past us.	猫试图偷偷溜过我们身边。
rusticate	They planned to rusticate for the summer.	他们计划到乡下过夏天。
titillate	The mystery was designed to titillate curious readers.	这个谜团旨在激起好奇读者的兴趣。
petrify	The sudden roar could petrify anyone.	那声突然的吼叫足以把任何人吓呆。
guttle	The greedy giant began to guttle his supper.	贪吃的巨人开始大口吞食晚餐。
shunt	The engine will shunt the wagons aside.	机车会把货车调到一旁。
accede	She would not accede to their demands.	她不愿同意他们的要求。
dally	Don't dally; the bus is leaving.	别磨蹭，公共汽车要开了。
perpend	Take time to perpend the evidence.	花些时间仔细考虑证据。
forswear	He promised to forswear gambling.	他承诺戒赌。
permute	The program can permute the letters.	这个程序可以重新排列字母。
whelm	The waves threatened to whelm the small boat.	波浪几乎要淹没小船。
castigate	The editorial will castigate the wasteful spending.	社论将严厉批评浪费性的开支。
quaff	The travellers stopped to quaff some cider.	旅行者停下来大口喝了些苹果酒。
dawdle	We cannot dawdle if we want to arrive on time.	想准时到达，我们就不能磨蹭。
vaticinate	The seer claimed to vaticinate future events.	预言者声称能预知未来事件。
pucker	The seam may pucker if pulled too tightly.	缝线拉得太紧，接缝可能会起皱。
traduce	She refused to traduce her former colleagues.	她拒绝诋毁以前的同事。
bumble	He tends to bumble through unfamiliar tasks.	他处理不熟悉的任务时往往笨手笨脚。
cumber	Heavy bundles cumber the narrow passage.	沉重的包裹堵住了狭窄的通道。
lucubrate	The scholar would lucubrate long after midnight.	这位学者常在午夜之后仍专心著述。
booze	They used to booze after work.	他们过去常在下班后豪饮。
defalcate	The clerk was accused of trying to defalcate funds.	那名职员被指控试图挪用资金。
stridulate	Crickets stridulate in the long grass.	蟋蟀在高草丛里鸣叫。
exult	The fans began to exult in victory.	球迷们开始为胜利欢呼雀跃。
superabound	Flowers superabound in the sheltered valley.	花朵在这片避风的山谷中盛开，到处都是。
wallop	The boxer can wallop the heavy bag.	拳击手能用重拳猛击沙袋。
effervesce	The tablet began to effervesce in water.	药片开始在水中冒泡。
hunker	We decided to hunker down during the storm.	我们决定在暴风雨期间待在安全处。
tergiversate	He began to tergiversate when asked for a clear answer.	当被要求明确回答时，他开始闪烁其词。
scud	Dark clouds scud across the sky.	乌云迅速掠过天空。
preponderate	In this debate, practical concerns preponderate.	在这场辩论中，实际考虑占据主导。
philander	The novel's hero continues to philander.	小说的主人公继续拈花惹草。
famish	The blockade threatened to famish the town.	封锁使小镇面临饥饿的威胁。
lancinate	Sharp pains seemed to lancinate his shoulder.	阵阵剧痛仿佛刺穿他的肩膀。
attune	We must attune our plans to local needs.	我们必须使计划适应当地需求。
beshrew	Beshrew the rain that spoiled our picnic!	该死的雨，毁了我们的野餐！
jugulate	The minister hoped to jugulate the rebellion early.	部长希望及早扼杀叛乱。
syncopate	The drummer likes to syncopate the rhythm.	鼓手喜欢把节奏作切分处理。
foray	Their first foray into publishing proved successful.	他们初次涉足出版业便取得了成功。
bewray	His trembling hands would bewray his fear.	他颤抖的双手会暴露他的恐惧。
flabbergast	The surprise was enough to flabbergast us.	这个意外足以让我们目瞪口呆。
etherize	The old manual describes how physicians would etherize patients.	那本旧手册描述了医生曾如何用乙醚麻醉患者。
expiscate	The investigator sought to expiscate the truth.	调查者试图查明真相。
torrefy	The processor uses heat to torrefy the material.	加工设备利用热量焙烧材料。
flagellate	He would flagellate himself verbally for every mistake.	他每犯一个错误都要狠狠责骂自己。
disfranchise	The measure would disfranchise many residents.	这项措施将剥夺许多居民的选举权。
descry	We could descry a tower through the mist.	我们能透过薄雾远远看见一座塔。
conspue	The hostile crowd began to conspue the speaker.	怀有敌意的人群开始大声斥骂演讲者。
stigmatize	Such labels can stigmatize innocent people.	这样的标签会使无辜的人蒙受污名。
enkindle	Her words helped enkindle their enthusiasm.	她的话帮助点燃了他们的热情。
deice	Workers will deice the aircraft before departure.	工作人员将在起飞前为飞机除冰。
scrimp	They had to scrimp to pay the rent.	他们不得不节衣缩食来支付房租。
adumbrate	The opening scenes adumbrate the tragedy to come.	开场的几幕预示了即将发生的悲剧。
embitter	Years of rejection can embitter a person.	多年的拒绝会使一个人心怀怨恨。
cocker	She would cocker the little dog endlessly.	她总是无休止地宠着那只小狗。
manumit	The document records a decision to manumit enslaved workers.	文件记录了解放被奴役劳工的决定。
colligate	The theory attempts to colligate these observations.	该理论试图将这些观察结果综合起来。
vituperate	He began to vituperate against his critics.	他开始谩骂批评他的人。
whet	The preview will whet your appetite for the film.	这段预告会勾起你观看电影的兴趣。
scrunch	You can scrunch the paper into a ball.	你可以把纸揉成一团。
triturate	The machine can triturate the dried material.	这台机器能把干燥的材料磨成粉。
ruck	The carpet may ruck under the door.	地毯可能会在门下起褶。
finagle	He tried to finagle a better seat.	他试图耍点手段弄个更好的座位。
imprecate	The angry sailor began to imprecate against the storm.	愤怒的水手开始诅咒这场暴风雨。
adjure	I adjure you to tell the truth.	我郑重恳求你说出真相。
assoil	The old tale describes a priest empowered to assoil sinners.	古老的故事描写了一位获准赦免罪人的神父。
objurgate	The headmaster would objurgate them for lateness.	校长会因迟到而训斥他们。
enmesh	These obligations can enmesh us in debt.	这些义务可能使我们陷入债务。
fulminate	He continued to fulminate against the new rules.	他继续猛烈抨击新规。
transmogrify	The spell will transmogrify the prince into a frog.	这个咒语会把王子变成一只青蛙。
discommode	I hope the delay will not discommode you.	我希望这次延误不会给你带来不便。
deaerate	The equipment will deaerate the liquid.	这套设备会去除液体中的空气。
debauch	The story shows how power can debauch a leader.	这个故事展现了权力如何使领导者堕落。
dulcify	A little honey will dulcify the drink.	一点蜂蜜会让这杯饮料变甜。
redintegrate	The conservators sought to redintegrate the damaged mural.	修复人员试图恢复受损壁画的完整性。
admix	They admix fine sand with the clay.	他们把细沙掺入黏土。
ruggedize	Engineers will ruggedize the device for fieldwork.	工程师将加固设备，使之适合野外作业。
besot	The promise of easy wealth can besot a person.	轻松发财的承诺会让人失去理智。
engird	Old stone walls engird the garden.	古老的石墙环绕着花园。
tepefy	The gentle sun began to tepefy the room.	柔和的阳光开始使房间微微变暖。
sate	The generous meal could sate any appetite.	这顿丰盛的饭足以让任何人饱餐一顿。
refocillate	A warm meal helped refocillate the weary travellers.	一顿热饭帮助疲惫的旅行者恢复了精神。
entrammel	Excessive rules can entrammel research.	过多的规则会束缚研究。
rive	A wedge can rive the log.	楔子能劈开这根木头。
tamp	Tamp the soil around the post.	夯实柱子周围的土。
execrate	The villagers came to execrate the cruel ruler.	村民们渐渐憎恶起那个残暴的统治者。
bedaub	The children began to bedaub the paper with paint.	孩子们开始在纸上乱涂颜料。
disembosom	She wished to disembosom herself to a trusted friend.	她想向一位可信赖的朋友倾吐心事。
detrude	The pressure threatened to detrude the loose plug.	压力几乎要把松动的塞子挤出去。
lave	Cool waves lave the sandy shore.	清凉的波浪冲洗着沙岸。
begird	Green hills begird the quiet town.	青山环绕着宁静的小镇。
immolate	The legend describes a rite to immolate an offering.	传说描述了焚烧祭品的仪式。
excogitate	We must excogitate a practical solution.	我们必须想出一个切实可行的解决方案。
extirpate	Workers hope to extirpate the invasive weed.	工人们希望根除这种入侵杂草。
heckle	Several spectators began to heckle the speaker.	几名观众开始起哄诘问演讲者。
encipher	The program can encipher a short message.	这个程序能把短消息加密。
ensconce	She likes to ensconce herself by the fireplace.	她喜欢舒舒服服地坐在壁炉旁。
wimple	The costume designer helped wimple the actor's head.	服装设计师帮演员用头巾包住头部。
spellbind	Her stories can spellbind an entire room.	她的故事能让一屋子人听得入迷。
decollate	The chronicle records an order to decollate the prisoner.	编年史记载了一道将囚犯斩首的命令。
felicitate	We gathered to felicitate the new graduates.	我们聚在一起祝贺新毕业生。
jounce	The cart began to jounce over the stones.	马车开始在石头路上颠簸。
chaffing	His chaffing tone made everyone smile.	他打趣的语气让大家都笑了。
cosycozy	The cottage felt cosy on a winter evening.	冬日傍晚，小屋让人感到温暖舒适。
scission	The experiment measured polymer chain scission.	实验测量了聚合物链的断裂。
incorrigibility	His repeated pranks suggested cheerful incorrigibility.	他反复恶作剧，显出一种顽皮难改的性子。
antiquarianism	Her antiquarianism began with collecting old maps.	她对古物的兴趣始于收集旧地图。
bibliomania	His bibliomania filled every room with books.	他的藏书癖让每个房间都堆满了书。
warranted	Further investigation is clearly warranted.	显然有必要进一步调查。
undemonstrable	The claim remains entirely undemonstrable.	这个说法仍无法证实。
waddle	The ducks began to waddle towards the pond.	鸭子们开始摇摇摆摆地走向池塘。
furor	The announcement caused a public furor.	这则公告引发了公众的强烈反应。
undergird	Strong evidence must undergird the conclusion.	结论必须有有力的证据支撑。
erratically	The old clock runs erratically.	那座旧钟走时不稳定。
reciprocally	The two communities supported each other reciprocally.	两个社区相互支持。
puffery	The review distinguished facts from advertising puffery.	这篇评述区分了事实与广告吹捧。
successively	Three teams successively held the record.	三支队伍先后保持过这项纪录。
condign	The villain received condign punishment.	反派受到了应有的惩罚。
enflame	Reckless words can enflame old resentments.	鲁莽的话语会激起旧怨。
dillydally	We must not dillydally at the station.	我们不能在车站磨磨蹭蹭。
pluralist	As a pluralist, she welcomed different viewpoints.	作为多元主义者，她欢迎不同的观点。
podiatrist	He made an appointment with a podiatrist.	他预约了一位足病医生。
iconoclasm	The lecture examined religious iconoclasm.	讲座考察了宗教中的偶像破坏运动。
pretense	She made no pretense of liking the plan.	她没有假装喜欢这个计划。
denunciate	The pamphlet sought to denunciate official corruption.	小册子试图公开谴责官员腐败。
oligarch	The oligarch controlled several large companies.	那个寡头控制着几家大公司。
unthreatening	She spoke in an unthreatening tone.	她说话的语气没有威胁感。
inappreciable	The change in weight was inappreciable.	重量的变化微小得难以察觉。
boding	A boding silence filled the room.	一种不祥的寂静笼罩着房间。
incongruent	His cheerful tone seemed incongruent with the news.	他欢快的语气似乎与这个消息不协调。
self-righteousness	His self-righteousness annoyed his colleagues.	他的自以为是使同事们恼火。
misrepresentation	She objected to the misrepresentation of her views.	她反对歪曲她的观点。
impracticability	The survey revealed the plan's impracticability.	调查显示这个计划无法实施。
catalyze	The discovery could catalyze further research.	这项发现可能促进进一步研究。
plaudit	Her performance earned a plaudit from the critic.	她的表演赢得了评论家的赞扬。
unmitigated	The outing was an unmitigated disaster.	这次出游完全是一场灾难。
outmaneuver	She managed to outmaneuver her opponent.	她设法以策略战胜了对手。
unnoteworthy	The entry describes an otherwise unnoteworthy day.	这则记录描述了平平无奇的一天。
perfervid	His perfervid enthusiasm exhausted the others.	他过分炽烈的热情让其他人疲惫不堪。
gaff	The boat's gaff supported the upper sail.	船上的斜桁支撑着上帆。
haphazardly	The boxes were stacked haphazardly.	箱子被杂乱地堆放着。
self-adulation	The speech was full of self-adulation.	这篇演讲充满了自我吹捧。
embryological	The museum displayed embryological diagrams.	博物馆展出了胚胎学图解。
anticlimactic	The ending felt strangely anticlimactic.	这个结尾出人意料地让人泄气。
dumbbell-like	The molecule has a dumbbell-like shape.	这个分子呈哑铃状。
draggy	The film's middle section felt draggy.	电影中间的部分显得拖沓。
tined	She lifted the hay with a three-tined fork.	她用三齿叉挑起干草。
cacophonous	A cacophonous chorus greeted the visitors.	一阵杂乱刺耳的合唱迎接着来访者。
demagogue	The demagogue exploited the crowd's fears.	那个煽动人心的政客利用了群众的恐惧。
suppliant	He approached with a suppliant expression.	他带着恳求的表情走近。
underbid	The smaller firm tried to underbid its rivals.	那家较小的公司试图报出比竞争者更低的价格。
demystify	The guide aims to demystify basic accounting.	这本指南旨在使基础会计易于理解。
untasted	Her tea remained untasted on the table.	她的茶放在桌上，一口也没喝。
scads	We have scads of time.	我们有的是时间。
maraud	The bandits would maraud along the frontier.	匪徒们常在边境一带劫掠。
predetermine	One mistake need not predetermine the outcome.	一个错误不必决定最终的结果。
judiciousness	Her judiciousness helped resolve the dispute.	她的明智帮助解决了争端。
enfeeble	Prolonged neglect can enfeeble an institution.	长期忽视会削弱一个机构。
nucleate	Tiny crystals begin to nucleate in the solution.	微小晶体开始在溶液中成核。
deprecatory	He gave a deprecatory shake of the head.	他不赞同地摇了摇头。
flaunty	The costume was deliberately flaunty.	这套服装刻意设计得炫目招摇。
goldbrick	He tried to goldbrick while the others worked.	其他人干活时，他试图偷懒。
cannily	She cannily waited for a better offer.	她精明地等待更好的报价。
obstinateness	His obstinateness prolonged the disagreement.	他的固执延长了争执。
enfetter	These obligations would enfetter their freedom.	这些义务会束缚他们的自由。
untarnished	The silver remained bright and untarnished.	银器依然光亮，没有失去光泽。
impuissance	He felt his impuissance in the face of the storm.	面对暴风雨，他感到自己的无力。
backset	The delay was a serious backset.	这次延误是一次严重的挫折。
ravel	Loose threads can ravel into knots.	松散的线头可能纠缠成结。
accrete	Layers of sediment slowly accrete here.	一层层沉积物在这里慢慢堆积。
maleficent	The tale features a maleficent sorcerer.	故事中有一个作恶的巫师。
ingeniousness	We admired the ingeniousness of her design.	我们赞赏她设计的巧妙独创。
equivocator	The interviewer pressed the equivocator for an answer.	采访者催促那个含糊其辞的人作答。
nonplussed	The unexpected request left her nonplussed.	出乎意料的请求使她不知所措。
painstakingly	He painstakingly restored the old clock.	他煞费苦心地修复了旧钟。
verisimilar	The novelist created a verisimilar village.	小说家创造了一个逼真的村庄。
analgesia	The study recorded the duration of analgesia.	这项研究记录了镇痛作用的持续时间。
befoul	Waste can befoul the stream.	废物会污染这条小溪。
bruit	They began to bruit the rumour abroad.	他们开始四处散布那个传闻。
suavity	His suavity put the nervous guests at ease.	他温文尔雅的举止使紧张的宾客放松下来。
conventionalize	The artist chose to conventionalize the floral forms.	艺术家选择将花卉形态图案化。
shallowness	The essay reveals the shallowness of his analysis.	这篇文章暴露了他分析的肤浅。
world-beater	The coach believes she could become a world-beater.	教练相信她能成为世界顶尖选手。
checkered	He wore a checkered shirt.	他穿着一件方格衬衫。
spiritedness	Her spiritedness lifted the team's mood.	她的活力振奋了全队的情绪。
immure	The tyrant sought to immure his rivals.	暴君试图监禁他的对手。
gangly	A gangly teenager opened the door.	一个瘦高的少年开了门。
purported	The purported expert could answer no questions.	那个所谓的专家什么问题也答不上来。
lissome	The lissome gymnast landed gracefully.	身体柔韧的体操运动员优雅地落地。
exhaustiveness	The survey was praised for its exhaustiveness.	这项调查因全面详尽而受到赞扬。
unregulated	They worried about unregulated development.	他们担心不受监管的开发。
bumptious	His bumptious manner irritated the interviewer.	他自以为是的态度惹恼了采访者。
runic	The stone bears a runic inscription.	这块石头上刻着卢恩文字铭文。
potboiler	He wrote a potboiler to pay the bills.	他写了一部应景的通俗作品来支付账单。
belabor	There is no need to belabor the point.	没有必要反复赘述这一点。
vicissitudinous	The memoir describes a vicissitudinous career.	这部回忆录描述了一段跌宕起伏的职业生涯。
inferable	The answer is inferable from the context.	答案可以从上下文推知。
ill-repute	The scandal brought the club into ill-repute.	这桩丑闻使俱乐部名誉扫地。
reenact	The performers will reenact the historic arrival.	演员们将重现那次历史性的抵达。
unenlightened	The exhibit challenges unenlightened attitudes towards disability.	展览挑战了对残障的愚昧态度。
flossy	Soft, flossy fibres covered the seed.	柔软如丝的纤维覆盖着种子。
overtire	Do not overtire yourself with extra work.	别因额外的工作让自己过度疲劳。
egotist	The egotist turned every conversation towards himself.	那个自我中心的人把每次谈话都引向自己。
jolting	We endured a jolting ride over rough roads.	我们忍受了一路崎岖道路上的颠簸。
debark	Passengers will debark at the next port.	乘客将在下一个港口下船。
intrusively	The camera followed her intrusively.	摄像机以侵犯隐私的方式一路跟拍她。
stygian	The cellar lay in stygian darkness.	地窖里漆黑阴森。
gregariousness	Her gregariousness helped her make friends.	她爱交往的性格帮助她结交朋友。
merited	The team received well-merited praise.	队伍得到了应有的赞扬。
regretfully	She regretfully declined the invitation.	她遗憾地谢绝了邀请。
exigency	The storm created an unforeseen exigency.	暴风雨造成了一场意料之外的紧急情况。
largess	The library benefited from her largess.	图书馆受益于她的慷慨捐赠。
hoodoo	The win finally broke the team's hoodoo.	这场胜利终于打破了球队的厄运。
disorganize	A sudden move can disorganize the office.	突然搬迁会使办公室陷入混乱。
flatulent	The critic mocked his flatulent prose.	评论家嘲笑了他浮夸的文风。
extricable	The trapped rope proved extricable with patience.	耐心处理后，卡住的绳子终于能够解脱出来。
incogitant	His incogitant remark caused unnecessary offence.	他未经思考的话语造成了不必要的冒犯。
zesty	The sauce has a zesty lemon flavour.	这种酱汁带有鲜明的柠檬风味。
anneal	The workshop can anneal the metal parts.	这个车间能够对金属零件进行退火处理。
environ	Tall trees environ the old house.	高大的树木环绕着老房子。
sportive	The sportive puppies chased each other.	活泼的小狗互相追逐。
undirected	The exercise allowed undirected creative play.	这个活动允许不加引导的创造性游戏。
fancied	His fancied insult had never been intended.	他以为受到的侮辱其实并非对方本意。
raciness	The dialogue gives the play its raciness.	对白赋予了这部戏生动活泼的趣味。
brattish	His brattish behaviour spoiled the outing.	他任性无礼的行为破坏了出游的兴致。
semimolten	The furnace contained semimolten metal.	熔炉中装着半熔化的金属。
simonize	He spent the afternoon learning to simonize the car.	他花了一下午学习给车打蜡抛光。
wend	We began to wend our way home.	我们开始慢慢走回家。
unidimensional	The analysis used a unidimensional scale.	分析采用了一维量表。
pervious	The surface is pervious to water.	这个表面可以透水。
mesmerism	The historian studied nineteenth-century mesmerism.	历史学家研究了十九世纪的催眠术。
distain	The scandal could distain his reputation.	丑闻可能玷污他的声誉。
vitalize	New ideas can vitalize a tired organisation.	新想法可以使疲乏的组织重焕活力。
dogmatist	The dogmatist refused to consider new evidence.	那个独断论者拒绝考虑新证据。
reciprocation	The mechanism converts rotation into reciprocation.	该机构将旋转运动转换为往复运动。
miff	Her abrupt departure seemed to miff him.	她突然离开似乎使他有些恼火。
wigwag	The signal lights wigwag at the crossing.	道口的信号灯交替闪动。
maunder	He would maunder about the old days.	他常絮絮叨叨地讲过去的事。
muniments	The castle archive preserves ancient muniments.	城堡档案馆保存着古老契据。
uncharitable	That is an uncharitable interpretation of her words.	那是对她的话不厚道的解读。
factorable	This polynomial is factorable over the integers.	这个多项式可以在整数范围内分解因式。
impiety	The sermon warned against arrogance and impiety.	布道告诫人们不要傲慢和不敬。
winkle	She tried to winkle out the truth.	她试图套出真相。
fluvial	The rocks show signs of fluvial erosion.	这些岩石显示出河流侵蚀的痕迹。
excursive	His excursive lecture wandered through several unrelated topics.	他的讲座东拉西扯，涉及几个不相干的话题。
obliqueness	The diagram illustrates the wall's obliqueness.	这幅图显示了墙体的倾斜程度。
urbanize	The region began to urbanize rapidly.	这个地区开始迅速城市化。
ponderable	Cost is a ponderable factor in this decision.	成本是作出这个决定时可以衡量的因素。
deracinate	The work aims to deracinate invasive shrubs.	这项工作旨在根除入侵灌木。
inelasticity	The material's inelasticity limits its uses.	这种材料缺乏弹性，限制了它的用途。
informality	We enjoyed the informality of the gathering.	我们喜欢这次聚会不拘礼节的氛围。
wroth	The king grew wroth at the news.	国王听到消息后勃然大怒。
illuminati	The novel invents a secret circle of illuminati.	小说虚构了一个先觉者的秘密团体。
nonradioactive	The sample was confirmed to be nonradioactive.	样品被确认没有放射性。
vaporous	A vaporous haze covered the valley.	蒸汽般的薄雾笼罩着山谷。
dissociation	The experiment examines the dissociation of the compound.	实验考察这种化合物的解离。
recompose	She paused to recompose herself.	她停下来让自己重新镇定。
ague	The old diary describes recurring bouts of ague.	那本旧日记描述了反复发作的寒战热病。
postiche	The actor wore a convincing postiche.	演员戴着一顶逼真的假发。
lionize	The press began to lionize the young inventor.	媒体开始把这位年轻发明家捧为名人。
plentitude	The garden offered a plentitude of colour.	花园呈现出丰富的色彩。
jape	The students would jape about the difficult exam.	学生们会拿那场难考的试开玩笑。
unimpassioned	She gave a calm, unimpassioned account.	她作了一个平静、不带激情的叙述。
avocational	His avocational interest is woodcarving.	他的业余爱好是木雕。
frumpy	She disliked the frumpy old uniform.	她不喜欢那套老土的旧制服。
dyspeptic	The critic delivered a dyspeptic review.	评论家写了一篇牢骚满腹的评论。
irradicable	The experience left an irradicable impression.	这段经历留下了不可磨灭的印象。
self-procession	The diagram represents self-procession without an external guide.	这幅图表示了没有外部引导的自行列队过程。
browbeat	He tried to browbeat her into agreeing.	他试图威吓她同意。
reexamination	The findings prompted a reexamination of the theory.	这些发现促使人们重新审视该理论。
bootless	Their search proved entirely bootless.	他们的搜寻完全徒劳。
unsurpassed	Her attention to detail remains unsurpassed.	她对细节的关注仍无人能及。
verdure	Spring restored the valley's verdure.	春天使山谷恢复了青翠。
outgrowth	The club was an outgrowth of their shared interest.	这个俱乐部源于他们的共同兴趣。
discombobulated	The sudden change left me discombobulated.	突如其来的变化让我不知所措。
suffragist	The suffragist campaigned for women's voting rights.	那位妇女参政权倡导者为女性选举权而奔走。
jarring	A jarring noise interrupted the music.	刺耳的噪声打断了音乐。
unfertilized	The experiment included an unfertilized plot.	实验包括一块未施肥的土地。
egoistical	His egoistical demands alienated his friends.	他自私的要求疏远了朋友们。
repudiation	Her statement was a clear repudiation of the accusation.	她的声明明确否认了这项指控。
untalented	No beginner should be dismissed as untalented.	不该将任何初学者轻率地认定为没有天赋。
intensification	The report noted an intensification of competition.	报告指出竞争加剧了。
remorselessly	The machine worked remorselessly through the night.	机器整夜不停地运转。
awe-struck	The awe-struck visitors gazed at the waterfall.	震撼不已的游客凝视着瀑布。
underrepresented	Rural communities were underrepresented in the survey.	农村社区在调查中未得到充分代表。
emaciation	The rescue team noted the animal's severe emaciation.	救援队注意到这只动物严重消瘦。
undecipherable	The faded inscription was almost undecipherable.	褪色的铭文几乎无法辨认。
drub	Their opponents threatened to drub them again.	他们的对手扬言要再次大败他们。
boastfulness	His boastfulness undermined an otherwise impressive presentation.	他的自吹自擂削弱了本来出色的报告效果。
sedulity	Her sedulity earned the teacher's respect.	她的勤奋赢得了老师的尊重。
aesthetically	The building is aesthetically pleasing.	这座建筑在审美上令人愉悦。
quiescence	The volcano entered a period of quiescence.	火山进入了静止期。
sparring	The boxers began a light sparring session.	拳击手们开始了一次轻量对练。
rarefy	Expansion can rarefy the gas.	膨胀可以使气体变得稀薄。
overinflated	The overinflated balloon burst suddenly.	充气过度的气球突然破了。
renunciate	The renunciate abandoned worldly possessions.	这位弃绝尘世者放弃了世俗财产。
lancet	The display included a historical lancet.	展品中有一把历史上的柳叶刀。
abstinent	He remained abstinent throughout the celebration.	整个庆祝期间他都没有饮酒。
potshot	The columnist took a potshot at the mayor.	专栏作家随意抨击了市长一番。
medicate	The veterinarian may need to medicate the animal.	兽医可能需要给这只动物用药。
perk	A short walk can perk you up.	短暂散步可以让你振作起来。
exorcise	Writing helped her exorcise old fears.	写作帮助她摆脱旧日的恐惧。
piousness	The portrait emphasised his outward piousness.	这幅肖像强调了他外在的虔诚。
empirically	The hypothesis must be tested empirically.	这个假设必须通过实证检验。
perspicuous	She offered a perspicuous explanation.	她给出了清晰明了的解释。
interlard	He would interlard his speeches with jokes.	他常在演讲中穿插笑话。
earthiness	The mushrooms added earthiness to the soup.	蘑菇给汤增添了泥土般的醇厚风味。
schematize	We can schematize the process in a diagram.	我们可以用图表概括这个过程。
vaunting	His vaunting speech impressed nobody.	他自吹自擂的演说没有打动任何人。
hardbitten	The hardbitten reporter doubted the easy explanation.	经验老到的记者怀疑这个轻巧的解释。
negligibly	The two results differed negligibly.	两个结果的差异微不足道。
